time,env_condition,Electric UV light,PM Sensor,Motion Detect,Air Q sensor,temperature,humidity,CO reading
11:02:00 pm,warm & dry,Off,0.007452445,Off,0.02,22.1,51.7,0.005
1:26:00 am,cold & wet,Off,0.004776545,Off,0.012,19.7,76.2,0.003
3:50:00 am,warm & dry,Off,0.007482745,Off,0.02,22.1,51.7,0.005
6:14:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
8:38:00 am,warm & dry,Off,0.007460047,Off,0.02,22.1,51.7,0.005
11:02:00 am,cold & wet,Off,0.004776545,Off,0.012,19.6,76.1,0.003
1:26:00 pm,var temp & humid,On,0.006623281,Off,0.017,25.4,75.8,0.004
3:50:00 pm,warm & dry,Off,0.007423769,Off,0.02,22.1,51.7,0.005
6:14:00 pm,warm & dry,Off,0.007475115,Off,0.02,22.1,51.7,0.005
8:38:00 pm,var temp & humid,On,0.006661101,Off,0.018,25.4,75.8,0.004
11:02:00 pm,warm & dry,Off,0.007438831,Off,0.02,22.1,51.7,0.005
1:26:00 am,var temp & humid,On,0.006604517,Off,0.017,25.4,76,0.004
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
6:14:00 am,warm & dry,Off,0.007488876,Off,0.02,22.1,51.7,0.005
8:38:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
11:02:00 am,warm & dry,Off,0.007481298,Off,0.02,22.1,51.7,0.005
1:26:00 pm,var temp & humid,On,0.006604517,Off,0.017,25.4,75.8,0.004
3:50:00 pm,warm & dry,Off,0.007481255,Off,0.02,22.1,51.7,0.005
6:14:00 pm,var temp & humid,On,0.006604517,Off,0.017,25.4,75.8,0.004
8:38:00 pm,cold & wet,Off,0.004776545,Off,0.012,19.7,76.2,0.003
11:02:00 pm,warm & dry,Off,0.007461533,Off,0.02,22.1,51.7,0.005
1:26:00 am,warm & dry,Off,0.007473627,Off,0.02,22.1,51.7,0.005
3:50:00 am,warm & dry,Off,0.007438831,Off,0.02,22.1,51.7,0.005
6:14:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
8:38:00 am,warm & dry,Off,0.007464541,Off,0.02,22.1,51.7,0.005
11:02:00 am,var temp & humid,On,0.00664843,Off,0.018,25.4,75.9,0.004
1:26:00 pm,warm & dry,Off,0.007434329,Off,0.02,22.1,51.7,0.005
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
6:14:00 pm,warm & dry,Off,0.007481216,Off,0.02,22.1,51.7,0.005
8:38:00 pm,var temp & humid,On,0.006656839,Off,0.018,25.4,75.8,0.004
11:02:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
1:26:00 am,warm & dry,Off,0.007453929,Off,0.02,22.1,51.7,0.005
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
6:14:00 am,warm & dry,Off,0.007482745,Off,0.02,22.1,51.7,0.005
8:38:00 am,var temp & humid,On,0.006563173,Off,0.017,25.4,75.9,0.004
11:02:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
1:26:00 pm,warm & dry,Off,0.007464521,Off,0.02,22.1,51.7,0.005
3:50:00 pm,warm & dry,Off,0.007491877,Off,0.02,22.1,51.7,0.005
6:14:00 pm,cold & wet,Off,0.004776545,Off,0.012,19.7,76.3,0.003
8:38:00 pm,var temp & humid,On,0.006612841,Off,0.017,25.4,75.9,0.004
11:02:00 pm,warm & dry,Off,0.007484236,Off,0.02,22.1,51.7,0.005
1:26:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
3:50:00 am,warm & dry,Off,0.007444852,Off,0.02,22.1,51.7,0.005
6:14:00 am,warm & dry,Off,0.00742079,Off,0.02,22.1,51.7,0.005
8:38:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
11:02:00 am,warm & dry,Off,0.007475159,Off,0.02,22.1,51.7,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
3:50:00 pm,var temp & humid,On,0.006604517,Off,0.017,25.4,75.9,0.004
6:14:00 pm,warm & dry,Off,0.007459965,Off,0.02,22.1,51.7,0.005
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
11:02:00 pm,warm & dry,Off,0.007457015,Off,0.02,22.1,51.7,0.005
1:26:00 am,var temp & humid,On,0.006608677,Off,0.017,25.4,76.1,0.004
3:50:00 am,warm & dry,Off,0.00745088,Off,0.02,22.1,51.7,0.005
6:14:00 am,var temp & humid,On,0.006538619,Off,0.017,25.4,76.1,0.004
8:38:00 am,warm & dry,Off,0.007444852,Off,0.02,22.1,51.7,0.005
11:02:00 am,var temp & humid,On,0.006805062,Off,0.018,25.4,76.2,0.004
1:26:00 pm,warm & dry,Off,0.007435789,Off,0.02,22.1,51.7,0.005
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
6:14:00 pm,warm & dry,Off,0.007490384,Off,0.02,22.1,51.7,0.005
8:38:00 pm,var temp & humid,On,0.006774605,Off,0.018,25.4,76,0.004
11:02:00 pm,warm & dry,Off,0.007497995,Off,0.02,22.1,51.7,0.005
1:26:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.4,0.003
3:50:00 am,warm & dry,Off,0.007478198,Off,0.02,22.1,51.7,0.005
6:14:00 am,var temp & humid,On,0.006720583,Off,0.018,25.4,75.9,0.004
8:38:00 am,warm & dry,Off,0.007444852,Off,0.02,22.1,51.7,0.005
11:02:00 am,var temp & humid,On,0.006669529,Off,0.018,25.4,75.9,0.004
1:26:00 pm,warm & dry,Off,0.0074965,Off,0.02,22.1,51.7,0.005
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
6:14:00 pm,warm & dry,Off,0.007441808,Off,0.02,22.1,51.7,0.005
8:38:00 pm,warm & dry,Off,0.00745088,Off,0.02,22.1,51.7,0.005
11:02:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
1:26:00 am,warm & dry,Off,0.007459965,Off,0.02,22.1,51.7,0.005
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
6:14:00 am,warm & dry,Off,0.007467577,Off,0.02,22.1,51.6,0.005
8:38:00 am,var temp & humid,On,0.006538619,Off,0.017,25.4,75.9,0.004
11:02:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
1:26:00 pm,warm & dry,Off,0.007459965,Off,0.02,22.1,51.7,0.005
3:50:00 pm,warm & dry,Off,0.007466051,Off,0.02,22.1,51.7,0.005
6:14:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
8:38:00 pm,warm & dry,Off,0.007456957,Off,0.02,22.1,51.6,0.005
11:02:00 pm,var temp & humid,On,0.006746396,Off,0.018,25.4,75.8,0.004
1:26:00 am,warm & dry,Off,0.007467577,Off,0.02,22.1,51.7,0.005
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
6:14:00 am,var temp & humid,On,0.006614924,Off,0.017,25.4,75.7,0.004
8:38:00 am,warm & dry,Off,0.007473627,Off,0.02,22.1,51.7,0.005
11:02:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
1:26:00 pm,warm & dry,Off,0.00745088,Off,0.02,22.1,51.7,0.005
3:50:00 pm,cold & wet,Off,0.004776545,Off,0.012,19.7,76.2,0.003
6:14:00 pm,var temp & humid,On,0.006631652,Off,0.018,25.4,75.9,0.004
8:38:00 pm,warm & dry,Off,0.007469086,Off,0.02,22.1,51.7,0.005
11:02:00 pm,cold & wet,Off,0.004776545,Off,0.012,19.7,76.2,0.003
1:26:00 am,warm & dry,Off,0.007459965,Off,0.02,22.1,51.7,0.005
3:50:00 am,cold & wet,Off,0.004776545,Off,0.012,19.7,76.2,0.003
6:14:00 am,warm & dry,Off,0.007425282,Off,0.02,22.1,51.7,0.005
8:38:00 am,var temp & humid,On,0.006755027,Off,0.018,25.4,75.9,0.004
11:02:00 am,warm & dry,Off,0.007490384,Off,0.02,22.1,51.7,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
3:50:00 pm,warm & dry,Off,0.007466051,Off,0.02,22.1,51.7,0.005
6:14:00 pm,var temp & humid,On,0.006614924,Off,0.017,25.4,75.8,0.004
8:38:00 pm,warm & dry,Off,0.007478198,Off,0.02,22.1,51.7,0.005
11:02:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
1:26:00 am,var temp & humid,On,0.006656839,Off,0.018,25.4,75.8,0.004
3:50:00 am,warm & dry,Off,0.007488854,Off,0.02,22.1,51.7,0.005
6:14:00 am,var temp & humid,On,0.006755027,Off,0.018,25.4,75.9,0.004
8:38:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
11:02:00 am,warm & dry,Off,0.007491877,Off,0.02,22.1,51.7,0.005
1:26:00 pm,warm & dry,Off,0.007441852,Off,0.02,22.1,51.7,0.005
3:50:00 pm,var temp & humid,On,0.006676003,Off,0.018,25.4,76.1,0.004
6:14:00 pm,warm & dry,Off,0.007441808,Off,0.02,22.1,51.7,0.005
8:38:00 pm,warm & dry,Off,0.007466008,Off,0.02,22.1,51.7,0.005
11:02:00 pm,cold & wet,Off,0.004776545,Off,0.012,19.7,76.2,0.003
1:26:00 am,warm & dry,Off,0.007459965,Off,0.02,22.1,51.7,0.005
3:50:00 am,warm & dry,Off,0.007460009,Off,0.02,22.1,51.7,0.005
6:14:00 am,warm & dry,Off,0.007466051,Off,0.02,22.1,51.7,0.005
8:38:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
11:02:00 am,warm & dry,Off,0.007491877,Off,0.02,22.1,51.7,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
3:50:00 pm,var temp & humid,On,0.006694998,Off,0.018,25.4,75.9,0.004
6:14:00 pm,warm & dry,Off,0.007444852,Off,0.02,22.1,51.7,0.005
8:38:00 pm,warm & dry,Off,0.0074721,Off,0.02,22.1,51.7,0.005
11:02:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
1:26:00 am,warm & dry,Off,0.007460009,Off,0.02,22.1,51.7,0.005
3:50:00 am,warm & dry,Off,0.007478255,Off,0.02,22.1,51.7,0.005
6:14:00 am,var temp & humid,On,0.006614924,Off,0.017,25.4,75.7,0.004
8:38:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
11:02:00 am,warm & dry,Off,0.007466008,Off,0.02,22.1,51.7,0.005
1:26:00 pm,var temp & humid,On,0.006661101,Off,0.018,25.4,76.3,0.004
3:50:00 pm,warm & dry,Off,0.007456914,Off,0.02,22.1,51.7,0.005
6:14:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
8:38:00 pm,warm & dry,Off,0.007466008,Off,0.02,22.1,51.7,0.005
11:02:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
1:26:00 am,warm & dry,Off,0.00745088,Off,0.02,22.1,51.6,0.005
3:50:00 am,warm & dry,Off,0.007453929,Off,0.02,22.1,51.6,0.005
6:14:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76,0.003
8:38:00 am,var temp & humid,On,0.006631714,Off,0.018,25.4,75.7,0.004
11:02:00 am,warm & dry,Off,0.007481216,Off,0.02,22.1,51.6,0.005
1:26:00 pm,warm & dry,Off,0.00745088,Off,0.02,22.1,51.6,0.005
3:50:00 pm,var temp & humid,On,0.006501996,Off,0.017,25.4,75.7,0.004
6:14:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76,0.003
8:38:00 pm,warm & dry,Off,0.00743129,Off,0.02,22.1,51.7,0.005
11:02:00 pm,var temp & humid,On,0.006563173,Off,0.017,25.4,75.7,0.004
1:26:00 am,warm & dry,Off,0.007444852,Off,0.02,22.1,51.7,0.005
3:50:00 am,cold & wet,Off,0.004776545,Off,0.012,19.7,76,0.003
6:14:00 am,warm & dry,Off,0.007484236,Off,0.02,22.1,51.6,0.005
8:38:00 am,var temp & humid,On,0.006606597,Off,0.017,25.4,75.8,0.004
11:02:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
1:26:00 pm,warm & dry,Off,0.00744039,Off,0.02,22.1,51.7,0.005
3:50:00 pm,warm & dry,Off,0.007452445,Off,0.02,22.1,51.7,0.005
6:14:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
8:38:00 pm,var temp & humid,On,0.006763671,Off,0.018,25.4,76.6,0.004
11:02:00 pm,warm & dry,Off,0.007476686,Off,0.02,22.1,51.6,0.005
1:26:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
3:50:00 am,warm & dry,Off,0.00747367,Off,0.02,22.1,51.6,0.005
6:14:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
8:38:00 am,warm & dry,Off,0.007488854,Off,0.02,22.1,51.7,0.005
11:02:00 am,warm & dry,Off,0.007484236,Off,0.02,22.1,51.7,0.005
1:26:00 pm,var temp & humid,On,0.006682249,Off,0.018,25.4,75.8,0.004
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
6:14:00 pm,warm & dry,Off,0.007453929,Off,0.02,22.1,51.7,0.005
8:38:00 pm,warm & dry,Off,0.007453929,Off,0.02,22.1,51.7,0.005
11:02:00 pm,var temp & humid,On,0.006669529,Off,0.018,25.4,75.9,0.004
1:26:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
3:50:00 am,warm & dry,Off,0.007440347,Off,0.02,22.1,51.6,0.005
6:14:00 am,cold & wet,Off,0.004776545,Off,0.012,19.7,76.1,0.003
8:38:00 am,warm & dry,Off,0.00745848,Off,0.02,22.1,51.6,0.005
11:02:00 am,var temp & humid,On,0.006737779,Off,0.018,25.4,76.2,0.004
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.1,0.003
3:50:00 pm,warm & dry,Off,0.007481216,Off,0.02,22.1,51.6,0.005
6:14:00 pm,cold & wet,Off,0.004776545,Off,0.012,19.7,76.2,0.003
8:38:00 pm,warm & dry,Off,0.007453929,Off,0.02,22.1,51.6,0.005
11:02:00 pm,warm & dry,Off,0.007447934,Off,0.02,22.1,51.7,0.005
1:26:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
3:50:00 am,var temp & humid,On,0.006656839,Off,0.018,25.4,76,0.004
6:14:00 am,warm & dry,Off,0.00745088,Off,0.02,22.1,51.6,0.005
8:38:00 am,warm & dry,Off,0.007443371,Off,0.02,22.1,51.6,0.005
11:02:00 am,var temp & humid,On,0.006614924,Off,0.017,25.4,76,0.004
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
3:50:00 pm,warm & dry,Off,0.007499528,Off,0.02,22.1,51.6,0.005
6:14:00 pm,cold & wet,Off,0.004776545,Off,0.012,19.7,76.3,0.003
8:38:00 pm,warm & dry,Off,0.007469064,Off,0.02,22.1,51.6,0.005
11:02:00 pm,cold & wet,Off,0.004776545,Off,0.012,19.7,76.3,0.003
1:26:00 am,warm & dry,Off,0.007479726,Off,0.02,22.1,51.6,0.005
3:50:00 am,var temp & humid,On,0.006656839,Off,0.018,25.4,75.8,0.004
6:14:00 am,warm & dry,Off,0.007466008,Off,0.02,22.1,51.6,0.005
8:38:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
11:02:00 am,warm & dry,Off,0.007444852,Off,0.02,22.1,51.6,0.005
1:26:00 pm,var temp & humid,On,0.006610759,Off,0.017,25.4,75.8,0.004
3:50:00 pm,cold & wet,Off,0.004776545,Off,0.012,19.7,76.5,0.003
6:14:00 pm,warm & dry,Off,0.00745848,Off,0.02,22.1,51.6,0.005
8:38:00 pm,warm & dry,Off,0.007459965,Off,0.02,22.1,51.6,0.005
11:02:00 pm,var temp & humid,On,0.006656839,Off,0.018,23.8,75.8,0.004
1:26:00 am,warm & dry,Off,0.007467577,Off,0.02,22.1,51.6,0.005
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
6:14:00 am,warm & dry,Off,0.007438831,Off,0.02,22.1,51.6,0.005
8:38:00 am,var temp & humid,On,0.006623281,Off,0.017,25.4,75.8,0.004
11:02:00 am,warm & dry,Off,0.00745848,Off,0.02,22.1,51.6,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.2,0.003
3:50:00 pm,var temp & humid,On,0.006623281,Off,0.017,25.4,76,0.004
6:14:00 pm,warm & dry,Off,0.007456914,Off,0.02,22.1,51.6,0.005
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,63.5,0.003
11:02:00 pm,warm & dry,Off,0.007469064,Off,0.02,22.1,51.6,0.005
1:26:00 am,warm & dry,Off,0.00745088,Off,0.02,22.1,51.6,0.005
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
6:14:00 am,var temp & humid,On,0.006729174,Off,0.018,25.4,75.8,0.004
8:38:00 am,warm & dry,Off,0.007435789,Off,0.02,22.1,51.6,0.005
11:02:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
1:26:00 pm,warm & dry,Off,0.007475197,Off,0.02,22.1,51.6,0.005
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
6:14:00 pm,var temp & humid,On,0.006614924,Off,0.017,25.4,75.8,0.004
8:38:00 pm,warm & dry,Off,0.007505652,Off,0.02,22.1,51.6,0.005
11:02:00 pm,cold & wet,Off,0.004776545,Off,0.012,19.7,76.3,0.003
1:26:00 am,warm & dry,Off,0.007443371,Off,0.02,22.1,51.6,0.005
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
6:14:00 am,warm & dry,Off,0.007459965,Off,0.02,22.1,51.6,0.005
8:38:00 am,warm & dry,Off,0.007441808,Off,0.02,22.1,51.6,0.005
11:02:00 am,cold & wet,Off,0.004776545,Off,0.012,19.7,76.5,0.003
1:26:00 pm,warm & dry,Off,0.007484318,Off,0.02,22.1,51.6,0.005
3:50:00 pm,warm & dry,Off,0.007505674,Off,0.02,22.1,51.6,0.005
6:14:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
8:38:00 pm,var temp & humid,On,0.006614924,Off,0.017,25.4,75.9,0.004
11:02:00 pm,warm & dry,Off,0.007455449,Off,0.02,22.1,51.6,0.005
1:26:00 am,cold & wet,Off,0.004776545,Off,0.012,19.7,76.3,0.003
3:50:00 am,warm & dry,Off,0.007443371,Off,0.02,22.1,51.6,0.005
6:14:00 am,warm & dry,Off,0.007453929,Off,0.02,22.1,51.6,0.005
8:38:00 am,cold & wet,Off,0.004776545,Off,0.012,19.7,76.3,0.003
11:02:00 am,warm & dry,Off,0.007461533,Off,0.02,22.1,51.6,0.005
1:26:00 pm,var temp & humid,On,0.006612841,Off,0.017,25.4,75.9,0.004
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
6:14:00 pm,warm & dry,Off,0.007444852,Off,0.02,22.1,51.6,0.005
8:38:00 pm,warm & dry,Off,0.007466008,Off,0.02,22.1,51.6,0.005
11:02:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
1:26:00 am,var temp & humid,On,0.006682249,Off,0.018,25.4,76,0.004
3:50:00 am,warm & dry,Off,0.007459965,Off,0.02,22.1,51.6,0.005
6:14:00 am,cold & wet,Off,0.004776545,Off,0.012,19.7,76.3,0.003
8:38:00 am,warm & dry,Off,0.007444852,Off,0.02,22.1,51.6,0.005
11:02:00 am,warm & dry,Off,0.007476686,Off,0.02,22.1,51.7,0.005
1:26:00 pm,var temp & humid,On,0.006514176,Off,0.017,25.4,76.1,0.004
3:50:00 pm,warm & dry,Off,0.007444852,Off,0.02,22.1,51.7,0.005
6:14:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,75.7,0.003
8:38:00 pm,warm & dry,Off,0.00745088,Off,0.02,22.1,51.6,0.005
11:02:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
1:26:00 am,warm & dry,Off,0.007429776,Off,0.02,22.1,51.6,0.005
3:50:00 am,warm & dry,Off,0.007466008,Off,0.02,22.1,51.7,0.005
6:14:00 am,var temp & humid,On,0.006596223,Off,0.017,25.4,75.4,0.004
8:38:00 am,cold & wet,Off,0.004776545,Off,0.012,19.7,76.3,0.003
11:02:00 am,warm & dry,Off,0.007473627,Off,0.02,22.1,51.7,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
3:50:00 pm,var temp & humid,On,0.006604517,Off,0.017,25.4,75.7,0.004
6:14:00 pm,warm & dry,Off,0.00745088,Off,0.02,22.1,51.7,0.005
8:38:00 pm,var temp & humid,On,0.006755027,Off,0.018,25.4,75.9,0.004
11:02:00 pm,warm & dry,Off,0.00742674,Off,0.02,22.1,51.7,0.005
1:26:00 am,warm & dry,Off,0.007466051,Off,0.02,22.1,51.7,0.005
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
6:14:00 am,warm & dry,Off,0.0074721,Off,0.02,22.1,51.7,0.005
8:38:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
11:02:00 am,var temp & humid,On,0.006733529,Off,0.018,25.4,75.8,0.004
1:26:00 pm,warm & dry,Off,0.007444852,Off,0.02,22.1,51.7,0.005
3:50:00 pm,cold & wet,Off,0.004776545,Off,0.012,19.7,76.4,0.003
6:14:00 pm,warm & dry,Off,0.007453929,Off,0.02,22.1,51.7,0.005
8:38:00 pm,var temp & humid,On,0.006614924,Off,0.017,25.4,75.8,0.004
11:02:00 pm,warm & dry,Off,0.007453929,Off,0.02,22.1,51.7,0.005
1:26:00 am,warm & dry,Off,0.00744637,Off,0.02,22.1,51.7,0.005
3:50:00 am,cold & wet,Off,0.004872844,Off,0.013,19.7,76.3,0.003
6:14:00 am,var temp & humid,On,0.006606597,Off,0.017,25.4,75.8,0.004
8:38:00 am,warm & dry,Off,0.007459965,Off,0.02,22.1,51.7,0.005
11:02:00 am,var temp & humid,On,0.006612841,Off,0.017,25.4,24.7,0.004
1:26:00 pm,warm & dry,Off,0.007466008,Off,0.02,22.1,51.7,0.005
3:50:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,77.1,0.003
6:14:00 pm,warm & dry,Off,0.007481216,Off,0.02,22.1,51.7,0.005
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
11:02:00 pm,warm & dry,Off,0.007444852,Off,0.02,22.1,51.7,0.005
1:26:00 am,var temp & humid,On,0.006755027,Off,0.018,25.4,75.8,0.004
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
6:14:00 am,warm & dry,Off,0.007456957,Off,0.02,22.1,51.7,0.005
8:38:00 am,warm & dry,Off,0.007438831,Off,0.02,22.1,51.7,0.005
11:02:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.4,0.003
1:26:00 pm,var temp & humid,On,0.006604517,Off,0.017,25.4,75.8,0.004
3:50:00 pm,warm & dry,Off,0.007473627,Off,0.02,22.1,51.7,0.005
6:14:00 pm,var temp & humid,On,0.006770234,Off,0.018,25.4,75.8,0.004
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.4,0.003
11:02:00 pm,warm & dry,Off,0.007482789,Off,0.02,22.1,51.7,0.005
1:26:00 am,warm & dry,Off,0.007446444,Off,0.02,22.1,51.7,0.005
3:50:00 am,warm & dry,Off,0.007455449,Off,0.02,22.1,51.6,0.005
6:14:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
8:38:00 am,var temp & humid,On,0.006640035,Off,0.018,25.4,75.8,0.004
11:02:00 am,warm & dry,Off,0.007469064,Off,0.02,22.1,51.7,0.005
1:26:00 pm,cold & wet,Off,0.004872844,Off,0.013,19.7,76.3,0.003
3:50:00 pm,warm & dry,Off,0.007466008,Off,0.02,22.1,51.7,0.005
6:14:00 pm,var temp & humid,On,0.006694998,Off,0.018,25.4,75.8,0.004
8:38:00 pm,warm & dry,Off,0.007444852,Off,0.02,22.1,51.7,0.005
11:02:00 pm,var temp & humid,On,0.006770182,Off,0.018,25.4,75.8,0.004
1:26:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.4,0.003
3:50:00 am,warm & dry,Off,0.007479726,Off,0.02,22.1,51.7,0.005
6:14:00 am,warm & dry,Off,0.007461533,Off,0.02,22.1,51.7,0.005
8:38:00 am,cold & wet,Off,0.004776545,Off,0.012,19.7,76.4,0.003
11:02:00 am,warm & dry,Off,0.007475115,Off,0.02,22.1,51.7,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.4,0.003
3:50:00 pm,warm & dry,Off,0.007466008,Off,0.02,22.1,51.6,0.005
6:14:00 pm,warm & dry,Off,0.007458524,Off,0.02,22.1,51.7,0.005
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.4,0.003
11:02:00 pm,var temp & humid,On,0.006563173,Off,0.017,25.4,75.8,0.004
1:26:00 am,warm & dry,Off,0.007473627,Off,0.02,22.1,51.6,0.005
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.4,0.003
6:14:00 am,warm & dry,Off,0.007425282,Off,0.02,22.1,51.7,0.005
8:38:00 am,var temp & humid,On,0.006694998,Off,0.018,25.4,75.8,0.004
11:02:00 am,warm & dry,Off,0.007456914,Off,0.02,22.1,51.7,0.005
1:26:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.4,0.003
3:50:00 pm,warm & dry,Off,0.007438831,Off,0.02,22.1,51.7,0.005
6:14:00 pm,var temp & humid,On,0.006707776,Off,0.018,25.4,75.8,0.004
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.4,0.003
11:02:00 pm,warm & dry,Off,0.007444852,Off,0.02,22.1,51.7,0.005
1:26:00 am,warm & dry,Off,0.007466051,Off,0.02,22.1,51.7,0.005
3:50:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.4,0.003
6:14:00 am,warm & dry,Off,0.007476686,Off,0.02,22.1,51.2,0.005
8:38:00 am,warm & dry,Off,0.007455492,Off,0.02,22.1,51.7,0.005
11:02:00 am,cold & wet,Off,0.004814621,Off,0.012,19.7,76.4,0.003
1:26:00 pm,warm & dry,Off,0.007490346,Off,0.02,22.1,51.7,0.005
3:50:00 pm,var temp & humid,On,0.006606597,Off,0.017,25.4,75.7,0.004
6:14:00 pm,warm & dry,Off,0.007461533,Off,0.02,22.1,51.7,0.005
8:38:00 pm,cold & wet,Off,0.004814621,Off,0.012,19.7,76.3,0.003
11:02:00 pm,warm & dry,Off,0.007482789,Off,0.02,22.1,51.7,0.005
1:26:00 am,var temp & humid,On,0.006707776,Off,0.018,25.4,75.7,0.004
3:50:00 am,cold & wet,Off,0.004776545,Off,0.012,19.7,76.3,0.003
6:14:00 am,warm & dry,Off,0.007456957,Off,0.02,22.1,51.7,0.005
8:38:00 am,cold & wet,Off,0.004748368,Off,0.012,19.8,76.4,0.003
11:02:00 am,warm & dry,Off,0.007498017,Off,0.02,22.1,51.7,0.005
1:26:00 pm,var temp & humid,On,0.006612841,Off,0.017,25.4,75.7,0.004
3:50:00 pm,warm & dry,Off,0.007466051,Off,0.02,22.1,51.7,0.005
